1.102227519162378017e-01,3.224999999999980105e-01,1.000000000000000000e+00
8.409603125816290659e-01,1.799999999999997158e-01,1.000000000000000000e+00
4.159658082724453365e-01,1.499999999999985789e-01,1.000000000000000000e+00
-9.869155068565957922e-01,7.000000000000028422e-02,1.000000000000000000e+00
7.763851641873703580e-01,3.400000000000016342e-01,1.000000000000000000e+00
6.124642571898709642e-01,9.999999999999964473e-02,1.000000000000000000e+00
1.438095779095819038e-01,1.400000000000005684e-01,1.000000000000000000e+00
1.487421463092160057e-01,2.199999999999988631e-01,1.000000000000000000e+00
8.972491853502971848e-01,2.900000000000009237e-01,1.000000000000000000e+00
7.777194490854835163e-01,1.600000000000001421e-01,1.000000000000000000e+00
2.373543716850134988e+00,8.000000000000007105e-02,2.000000000000000000e+00
9.005886280482501283e-01,1.600000000000001421e-01,1.000000000000000000e+00
1.206119535062683212e+00,1.500000000000021316e-01,1.000000000000000000e+00
6.749566992939561860e-01,2.200000000000006395e-01,1.000000000000000000e+00
7.405467258431905897e-01,3.999999999999985789e-01,1.000000000000000000e+00
-1.628840820530140857e-02,1.099999999999994316e-01,1.000000000000000000e+00
5.105724450927447977e-01,2.050000000000018474e-01,1.000000000000000000e+00
4.611945430308654892e-01,2.625000000000028422e-01,1.000000000000000000e+00
3.299036216129875299e-01,2.100000000000008527e-01,1.000000000000000000e+00
6.299684806141117033e-01,3.999999999999914735e-02,1.000000000000000000e+00
3.109763763295348982e-01,1.000000000000014211e-01,1.000000000000000000e+00
6.082018159043123262e-01,8.000000000000007105e-02,1.000000000000000000e+00
1.629424785549109522e+00,7.249999999999978684e-02,1.000000000000000000e+00
-5.921070174932859670e-02,6.000000000000049738e-02,1.000000000000000000e+00
1.806106902951069459e+00,1.324999999999985079e-01,1.000000000000000000e+00
5.715140509208193054e-01,1.750000000000007105e-01,1.000000000000000000e+00
2.892957632143515201e-01,1.899999999999995026e-01,1.000000000000000000e+00
9.957342647160057902e-01,1.250000000000000000e-01,1.000000000000000000e+00
4.454810580169625833e-01,3.249999999999992895e-01,1.000000000000000000e+00
1.477254125865472278e-01,1.899999999999977263e-01,1.000000000000000000e+00
1.992021774329550743e+00,1.299999999999990052e-01,1.000000000000000000e+00
8.748309747377448486e-01,1.000000000000014211e-01,1.000000000000000000e+00
1.017648174132932626e+00,2.500000000000000000e-01,1.000000000000000000e+00
3.153327425951823471e-01,1.200000000000009948e-01,1.000000000000000000e+00
1.150982201715659015e+00,3.299999999999982947e-01,1.000000000000000000e+00
9.785133343543787054e-01,2.624999999999992895e-01,1.000000000000000000e+00
1.214089870926665871e+00,1.699999999999999289e-01,1.000000000000000000e+00
7.090480977935565976e-01,3.300000000000018474e-01,1.000000000000000000e+00
1.440740116246558844e-01,3.599999999999994316e-01,1.000000000000000000e+00
3.521514796376843948e-01,2.250000000000014211e-01,1.000000000000000000e+00
-5.345041573765666465e-01,1.099999999999994316e-01,1.000000000000000000e+00
2.850261474044629151e-01,1.000000000000014211e-01,1.000000000000000000e+00
3.144624888765815141e-01,1.699999999999981526e-01,1.000000000000000000e+00
7.982403434833268419e-01,2.099999999999972999e-01,1.000000000000000000e+00
5.119823747904081457e-02,1.200000000000009948e-01,1.000000000000000000e+00
1.881643295372332769e+00,2.999999999999936051e-02,2.000000000000000000e+00
2.449428250918623817e+00,5.999999999999872102e-02,2.000000000000000000e+00
2.664188759886714220e-01,1.524999999999998579e-01,1.000000000000000000e+00
6.265297272831346076e-01,1.499999999999985789e-01,1.000000000000000000e+00
2.048741970480230101e-01,7.250000000000156319e-02,1.000000000000000000e+00
3.648518773140406735e-01,1.725000000000012079e-01,1.000000000000000000e+00
5.177965458479805161e-01,2.600000000000015632e-01,1.000000000000000000e+00
2.808761860492303697e-01,2.325000000000017053e-01,1.000000000000000000e+00
2.689780996840775429e-01,7.000000000000028422e-02,1.000000000000000000e+00
1.217931639994934701e+00,4.999999999999893419e-02,1.000000000000000000e+00
4.114665924719910772e-01,6.999999999999850786e-02,1.000000000000000000e+00
1.418788856944333432e+00,4.499999999999992895e-01,1.000000000000000000e+00
