2.916360000000000063e-01,1.787999999999999901e+01,1.792999999999999972e+01,4.699999999999999734e-01,1.102227519162378017e-01,3.224999999999980105e-01,1.000000000000000000e+00
3.969799999999999995e-01,1.558000000000000007e+01,1.558000000000000007e+01,3.599999999999999867e-01,8.409603125816290659e-01,1.799999999999997158e-01,1.000000000000000000e+00
4.816980000000000151e-01,1.696999999999999886e+01,1.705000000000000071e+01,2.600000000000000089e-01,4.159658082724453365e-01,1.499999999999985789e-01,1.000000000000000000e+00
4.731969999999999787e-01,1.534999999999999964e+01,1.539000000000000057e+01,1.300000000000000044e-01,-9.869155068565957922e-01,7.000000000000028422e-02,1.000000000000000000e+00
3.133859999999999979e-01,1.475999999999999979e+01,1.474000000000000021e+01,6.700000000000000400e-01,7.763851641873703580e-01,3.400000000000016342e-01,1.000000000000000000e+00
3.656880000000000130e-01,1.575999999999999979e+01,1.569999999999999929e+01,1.600000000000000033e-01,6.124642571898709642e-01,9.999999999999964473e-02,1.000000000000000000e+00
3.650399999999999756e-01,1.493999999999999950e+01,1.507000000000000028e+01,2.300000000000000100e-01,1.438095779095819038e-01,1.400000000000005684e-01,1.000000000000000000e+00
4.145480000000000276e-01,1.737000000000000099e+01,1.744000000000000128e+01,3.200000000000000067e-01,1.487421463092160057e-01,2.199999999999988631e-01,1.000000000000000000e+00
2.482419999999999904e-01,1.452999999999999936e+01,1.460999999999999943e+01,6.099999999999999867e-01,8.972491853502971848e-01,2.900000000000009237e-01,1.000000000000000000e+00
3.197900000000000187e-01,1.710999999999999943e+01,1.712999999999999901e+01,2.600000000000000089e-01,7.777194490854835163e-01,1.600000000000001421e-01,1.000000000000000000e+00
5.509020000000000028e-01,1.434999999999999964e+01,1.430000000000000071e+01,2.800000000000000266e-01,2.373543716850134988e+00,8.000000000000007105e-02,1.000000000000000000e+00
3.541639999999999788e-01,1.619000000000000128e+01,1.619999999999999929e+01,2.800000000000000266e-01,9.005886280482501283e-01,1.600000000000001421e-01,1.000000000000000000e+00
3.278039999999999843e-01,1.632000000000000028e+01,1.632999999999999829e+01,2.300000000000000100e-01,1.206119535062683212e+00,1.500000000000021316e-01,1.000000000000000000e+00
3.298440000000000261e-01,1.442999999999999972e+01,1.446000000000000085e+01,3.900000000000000133e-01,6.749566992939561860e-01,2.200000000000006395e-01,1.000000000000000000e+00
2.561899999999999733e-01,1.723999999999999844e+01,1.739000000000000057e+01,6.700000000000000400e-01,7.405467258431905897e-01,3.999999999999985789e-01,1.000000000000000000e+00
2.981079999999999841e-01,1.465000000000000036e+01,1.458000000000000007e+01,1.799999999999999933e-01,-1.628840820530140857e-02,1.099999999999994316e-01,1.000000000000000000e+00
2.927500000000000102e-01,1.810000000000000142e+01,1.773999999999999844e+01,3.400000000000000244e-01,5.105724450927447977e-01,2.050000000000018474e-01,1.000000000000000000e+00
3.376120000000000232e-01,1.773999999999999844e+01,1.753999999999999915e+01,4.400000000000000022e-01,4.611945430308654892e-01,2.625000000000028422e-01,1.000000000000000000e+00
3.888769999999999727e-01,1.716000000000000014e+01,1.721999999999999886e+01,3.200000000000000067e-01,3.299036216129875299e-01,2.100000000000008527e-01,1.000000000000000000e+00
6.503061999999999454e-01,1.399000000000000021e+01,1.391999999999999993e+01,1.000000000000000056e-01,6.299684806141117033e-01,3.999999999999914735e-02,1.000000000000000000e+00
2.238040000000000029e-01,1.648999999999999844e+01,1.646999999999999886e+01,1.499999999999999944e-01,3.109763763295348982e-01,1.000000000000014211e-01,1.000000000000000000e+00
4.202980000000000049e-01,1.558999999999999986e+01,1.558000000000000007e+01,1.600000000000000033e-01,6.082018159043123262e-01,8.000000000000007105e-02,1.000000000000000000e+00
6.180060000000000553e-01,1.559999999999999964e+01,1.525000000000000000e+01,2.899999999999999800e-01,1.629424785549109522e+00,7.249999999999978684e-02,1.000000000000000000e+00
2.529819999999999847e-01,1.603000000000000114e+01,1.600000000000000000e+01,1.199999999999999956e-01,-5.921070174932859670e-02,6.000000000000049738e-02,1.000000000000000000e+00
8.335069000000000505e-01,1.610000000000000142e+01,1.603999999999999915e+01,6.300000000000000044e-01,1.806106902951069459e+00,1.324999999999985079e-01,2.000000000000000000e+00
2.980539999999999856e-01,1.385999999999999943e+01,1.383999999999999986e+01,3.400000000000000244e-01,5.715140509208193054e-01,1.750000000000007105e-01,1.000000000000000000e+00
