1.135014056409000000e+12,1.000000000000000000e+00,1.000000000000000000e+00,4.439184999999999803e+01,3.558999000000000024e+01,2.916360000000000063e-01,1.787999999999999901e+01,1.792999999999999972e+01,4.699999999999999734e-01,1.102227519162378017e-01,3.224999999999980105e-01
1.135014060362000000e+12,1.000000000000000000e+00,1.000000000000000000e+00,4.611545000000000272e+01,3.570327000000000339e+01,3.969799999999999995e-01,1.558000000000000007e+01,1.558000000000000007e+01,3.599999999999999867e-01,8.409603125816290659e-01,1.799999999999997158e-01
1.135014067336000000e+12,1.000000000000000000e+00,1.000000000000000000e+00,4.571271999999999736e+01,3.590344000000000335e+01,4.816980000000000151e-01,1.696999999999999886e+01,1.705000000000000071e+01,2.600000000000000089e-01,4.159658082724453365e-01,1.499999999999985789e-01
1.135014067904000000e+12,1.000000000000000000e+00,1.000000000000000000e+00,4.753685000000000116e+01,3.590095000000000169e+01,4.731969999999999787e-01,1.534999999999999964e+01,1.539000000000000057e+01,1.300000000000000044e-01,-9.869155068565957922e-01,7.000000000000028422e-02
1.135014071007000000e+12,1.000000000000000000e+00,1.000000000000000000e+00,4.444247000000000014e+01,3.599468000000000245e+01,3.133859999999999979e-01,1.475999999999999979e+01,1.474000000000000021e+01,6.700000000000000400e-01,7.763851641873703580e-01,3.400000000000016342e-01
1.135014076044000000e+12,1.000000000000000000e+00,1.000000000000000000e+00,4.526276000000000010e+01,3.615252999999999872e+01,3.656880000000000130e-01,1.575999999999999979e+01,1.569999999999999929e+01,1.600000000000000033e-01,6.124642571898709642e-01,9.999999999999964473e-02
1.135014076062000000e+12,1.000000000000000000e+00,1.000000000000000000e+00,4.491472000000000264e+01,3.614945999999999771e+01,3.650399999999999756e-01,1.493999999999999950e+01,1.507000000000000028e+01,2.300000000000000100e-01,1.438095779095819038e-01,1.400000000000005684e-01
1.135014078728000000e+12,1.000000000000000000e+00,1.000000000000000000e+00,4.619847000000000037e+01,3.623577000000000226e+01,4.145480000000000276e-01,1.737000000000000099e+01,1.744000000000000128e+01,3.200000000000000067e-01,1.487421463092160057e-01,2.199999999999988631e-01
1.135014080562000000e+12,1.000000000000000000e+00,1.000000000000000000e+00,4.582263999999999982e+01,3.627814000000000050e+01,2.482419999999999904e-01,1.452999999999999936e+01,1.460999999999999943e+01,6.099999999999999867e-01,8.972491853502971848e-01,2.900000000000009237e-01
1.135014081559000000e+12,1.000000000000000000e+00,1.000000000000000000e+00,4.527510999999999797e+01,3.632065000000000055e+01,3.197900000000000187e-01,1.710999999999999943e+01,1.712999999999999901e+01,2.600000000000000089e-01,7.777194490854835163e-01,1.600000000000001421e-01
